zip,lat,lng,city,state_id,population
54016,44.97949,-92.69305,Hudson,WI,33784
21136,39.48851,-76.80888,Reisterstown,MD,33778
30342,33.88227,-84.37429,Atlanta,GA,33774
37110,35.6436,-85.74314,Mcminnville,TN,33772
19087,40.06172,-75.40004,Wayne,PA,33770
48642,43.69945,-84.22849,Midland,MI,33770
03102,43.00797,-71.49134,Manchester,NH,33755
27545,35.78513,-78.48045,Knightdale,NC,33750
91340,34.28668,-118.43479,San Fernando,CA,33750
28358,34.60527,-78.94097,Lumberton,NC,33745
55414,44.97915,-93.2259,Minneapolis,MN,33739
76543,31.12343,-97.64077,Killeen,TX,33713
97211,45.58174,-122.63548,Portland,OR,33713
60185,41.89308,-88.21498,West Chicago,IL,33711
91941,32.75964,-116.99253,La Mesa,CA,33706
92612,33.65984,-117.82457,Irvine,CA,33706
63114,38.70218,-90.36224,Saint Louis,MO,33703
68022,41.27744,-96.24558,Elkhorn,NE,33702
10562,41.19295,-73.8305,Ossining,NY,33700
35630,34.82526,-87.66018,Florence,AL,33697
61008,42.24579,-88.83949,Belvidere,IL,33697
98499,47.16662,-122.50624,Lakewood,WA,33694
99163,46.72798,-117.21654,Pullman,WA,33692
37643,36.37513,-82.13729,Elizabethton,TN,33690
53719,43.0281,-89.50003,Madison,WI,33688
92583,33.79662,-116.93188,San Jacinto,CA,33685
97086,45.44531,-122.52793,Happy Valley,OR,33685
33570,27.69354,-82.45861,Ruskin,FL,33676
71106,32.38507,-93.73558,Shreveport,LA,33651
93555,35.58596,-117.68446,Ridgecrest,CA,33629
94114,37.75814,-122.43547,San Francisco,CA,33627
48035,42.55615,-82.90948,Clinton Township,MI,33619
17522,40.17499,-76.17009,Ephrata,PA,33601
75241,32.667,-96.75903,Dallas,TX,33598
78570,26.17149,-97.9112,Mercedes,TX,33596
32043,29.92991,-81.74304,Green Cove Springs,FL,33592
34209,27.49489,-82.6433,Bradenton,FL,33586
95128,37.31579,-121.93647,San Jose,CA,33585
75904,31.33872,-94.83467,Lufkin,TX,33578
98445,47.13985,-122.40965,Tacoma,WA,33578
53142,42.54464,-87.93765,Kenosha,WI,33572
70461,30.2326,-89.70931,Slidell,LA,33572
94801,37.95217,-122.38025,Richmond,CA,33564
91351,34.43269,-118.46276,Canyon Country,CA,33553
75204,32.80216,-96.78885,Dallas,TX,33552
16066,40.71114,-80.10606,Cranberry Township,PA,33543
34772,28.16534,-81.27273,Saint Cloud,FL,33542
60169,42.05192,-88.11656,Hoffman Estates,IL,33529
46526,41.55307,-85.88448,Goshen,IN,33527
94103,37.77299,-122.41136,San Francisco,CA,33524
92841,33.7868,-117.98207,Garden Grove,CA,33514
93422,35.4638,-120.69007,Atascadero,CA,33512
21230,39.26651,-76.62213,Baltimore,MD,33509
48423,43.03982,-83.51404,Davison,MI,33508
45701,39.31205,-82.08079,Athens,OH,33501
35209,33.46507,-86.81107,Birmingham,AL,33476
33801,28.0401,-81.8947,Lakeland,FL,33460
85716,32.24222,-110.92351,Tucson,AZ,33447
21009,39.47032,-76.29378,Abingdon,MD,33444
90008,34.01037,-118.3428,Los Angeles,CA,33443
75238,32.87855,-96.70785,Dallas,TX,33439
95961,39.03343,-121.55754,Olivehurst,CA,33439
49546,42.92815,-85.53629,Grand Rapids,MI,33429
50010,42.03316,-93.58761,Ames,IA,33428
92220,33.93992,-116.83935,Banning,CA,33428
48073,42.51919,-83.16437,Royal Oak,MI,33427
16601,40.55338,-78.37283,Altoona,PA,33426
21212,39.3678,-76.61456,Baltimore,MD,33425
19116,40.11655,-75.01399,Philadelphia,PA,33421
46239,39.72311,-86.0004,Indianapolis,IN,33403
23435,36.83751,-76.4803,Suffolk,VA,33401
95482,39.1618,-123.23925,Ukiah,CA,33396
72120,34.89776,-92.24431,Sherwood,AR,33393
80241,39.92876,-104.95492,Thornton,CO,33393
08610,40.19377,-74.71565,Trenton,NJ,33387
29611,34.83137,-82.45965,Greenville,SC,33387
92203,33.75159,-116.24139,Indio,CA,33381
55449,45.17284,-93.1953,Minneapolis,MN,33367
14534,43.0564,-77.52083,Pittsford,NY,33361
44105,41.45069,-81.63032,Cleveland,OH,33358
97404,44.10518,-123.13315,Eugene,OR,33356
11369,40.76345,-73.87222,East Elmhurst,NY,33354
76087,32.66995,-97.79065,Weatherford,TX,33353
14621,43.18911,-77.60408,Rochester,NY,33349
45150,39.16567,-84.23281,Milford,OH,33342
94952,38.23007,-122.76338,Petaluma,CA,33339
38301,35.5908,-88.8531,Jackson,TN,33336
85741,32.3364,-111.04077,Tucson,AZ,33332
85040,33.40585,-112.02658,Phoenix,AZ,33325
90504,33.86693,-118.33135,Torrance,CA,33321
91791,34.06134,-117.89425,West Covina,CA,33321
90807,33.83098,-118.18113,Long Beach,CA,33320
55443,45.11894,-93.33802,Minneapolis,MN,33318
60098,42.32468,-88.45672,Woodstock,IL,33307
48042,42.68673,-82.90857,Macomb,MI,33303
40218,38.19036,-85.65698,Louisville,KY,33292
84414,41.32578,-111.96547,Ogden,UT,33288
80831,38.98867,-104.51172,Peyton,CO,33287
27511,35.76324,-78.78437,Cary,NC,33279
49417,43.01519,-86.14387,Grand Haven,MI,33277
34142,26.31392,-81.28601,Immokalee,FL,33270
91750,34.14927,-117.76647,La Verne,CA,33267
53186,43.02305,-88.20319,Waukesha,WI,33264
02816,41.69035,-71.61954,Coventry,RI,33246
13502,43.14121,-75.16584,Utica,NY,33241
70817,30.37558,-90.98026,Baton Rouge,LA,33237
97355,44.5315,-122.81701,Lebanon,OR,33236
33470,26.7832,-80.38063,Loxahatchee,FL,33232
60901,41.11029,-87.90049,Kankakee,IL,33224
70454,30.39525,-90.3682,Ponchatoula,LA,33220
23235,37.51314,-77.56426,Richmond,VA,33207
72209,34.6805,-92.33974,Little Rock,AR,33200
49855,46.56603,-87.45932,Marquette,MI,33199
48322,42.54214,-83.38139,West Bloomfield,MI,33197
47802,39.35153,-87.4106,Terre Haute,IN,33192
30534,34.43085,-84.1439,Dawsonville,GA,33191
74011,35.98154,-95.81007,Broken Arrow,OK,33191
94545,37.62957,-122.12048,Hayward,CA,33186
32773,28.75264,-81.24659,Sanford,FL,33184
77041,29.86203,-95.58187,Houston,TX,33180
91754,34.051,-118.14451,Monterey Park,CA,33176
60517,41.73913,-88.04161,Woodridge,IL,33173
97203,45.60764,-122.74923,Portland,OR,33159
03820,43.18933,-70.88428,Dover,NH,33150
32539,30.78128,-86.46646,Crestview,FL,33150
47714,37.95768,-87.52102,Evansville,IN,33148
77590,29.3804,-94.91759,Texas City,TX,33145
91007,34.12842,-118.04818,Arcadia,CA,33141
55434,45.1681,-93.25069,Minneapolis,MN,33133
75038,32.87231,-96.97946,Irving,TX,33097
77515,29.17604,-95.44955,Angleton,TX,33092
11422,40.66053,-73.73658,Rosedale,NY,33085
94526,37.81472,-121.98451,Danville,CA,33085
99337,46.06235,-119.09127,Kennewick,WA,33080
30705,34.74711,-84.74929,Chatsworth,GA,33078
76548,31.05299,-97.64613,Harker Heights,TX,33071
02125,42.31578,-71.0562,Dorchester,MA,33069
02038,42.08622,-71.41126,Franklin,MA,33067
50265,41.55129,-93.73821,West Des Moines,IA,33061
91354,34.46039,-118.5528,Valencia,CA,33059
98144,47.58582,-122.29205,Seattle,WA,33048
33993,26.67194,-82.04522,Cape Coral,FL,33045
70068,30.14113,-90.43502,La Place,LA,33041
30068,33.96887,-84.43273,Marietta,GA,33040
30012,33.71739,-83.99913,Conyers,GA,33034
95356,37.71945,-121.02786,Modesto,CA,33025
79904,31.85005,-106.45417,El Paso,TX,33022
27614,35.94739,-78.62059,Raleigh,NC,33021
44512,41.0249,-80.66757,Youngstown,OH,33018
95330,37.8117,-121.31331,Lathrop,CA,33015
92123,32.80958,-117.13419,San Diego,CA,32999
75234,32.92423,-96.88904,Dallas,TX,32998
29640,34.88706,-82.57725,Easley,SC,32997
98370,47.75114,-122.62373,Poulsbo,WA,32997
12309,42.79693,-73.86785,Schenectady,NY,32996
76002,32.62233,-97.09265,Arlington,TX,32990
76014,32.69201,-97.08814,Arlington,TX,32987
33073,26.29818,-80.1827,Pompano Beach,FL,32980
29576,33.56952,-79.05076,Murrells Inlet,SC,32975
32503,30.46022,-87.21372,Pensacola,FL,32975
71112,32.44373,-93.63874,Bossier City,LA,32975
60076,42.03412,-87.72943,Skokie,IL,32973
75232,32.65878,-96.83968,Dallas,TX,32967
37876,35.8645,-83.47876,Sevierville,TN,32964
60139,41.91916,-88.07735,Glendale Heights,IL,32954
43560,41.70067,-83.73799,Sylvania,OH,32950
91107,34.15919,-118.08688,Pasadena,CA,32944
46241,39.72389,-86.26842,Indianapolis,IN,32943
19151,39.97562,-75.25616,Philadelphia,PA,32938
78705,30.2947,-97.739,Austin,TX,32937
55432,45.09693,-93.25466,Minneapolis,MN,32935
33756,27.94421,-82.79216,Clearwater,FL,32928
33904,26.57601,-81.94536,Cape Coral,FL,32925
11901,40.92424,-72.64697,Riverhead,NY,32921
33409,26.7161,-80.0965,West Palm Beach,FL,32921
28270,35.10963,-80.76005,Charlotte,NC,32913
77441,29.6955,-95.90896,Fulshear,TX,32905
57108,43.47776,-96.70571,Sioux Falls,SD,32888
88012,32.58898,-106.77135,Las Cruces,NM,32888
84601,40.22593,-111.6955,Provo,UT,32871
58701,48.14027,-101.32406,Minot,ND,32868
76020,32.90102,-97.56483,Azle,TX,32866
53151,42.97467,-88.09845,New Berlin,WI,32865
21771,39.3955,-77.15869,Mount Airy,MD,32827
44601,40.91978,-81.1278,Alliance,OH,32823
60202,42.03043,-87.68958,Evanston,IL,32818
60423,41.47922,-87.83961,Frankfort,IL,32813
66212,38.9563,-94.68154,Overland Park,KS,32804
48910,42.6969,-84.52541,Lansing,MI,32801
08611,40.19107,-74.74299,Trenton,NJ,32786
47274,38.96261,-85.92877,Seymour,IN,32786
11735,40.73177,-73.43284,Farmingdale,NY,32778
17202,39.92133,-77.67442,Chambersburg,PA,32772
21403,38.94433,-76.49296,Annapolis,MD,32757
22980,38.09588,-78.88585,Waynesboro,VA,32756
32507,30.34035,-87.37706,Pensacola,FL,32752
19026,39.95035,-75.304,Drexel Hill,PA,32749
71270,32.49378,-92.64139,Ruston,LA,32747
33180,25.96145,-80.1415,Miami,FL,32745
33830,27.88234,-81.80565,Bartow,FL,32738
31204,32.84996,-83.67609,Macon,GA,32730
75036,33.13339,-96.91453,Frisco,TX,32726
98338,47.01927,-122.28347,Graham,WA,32726
77477,29.62625,-95.56718,Stafford,TX,32722
94115,37.78608,-122.43742,San Francisco,CA,32715
32757,28.77954,-81.637,Mount Dora,FL,32712
33156,25.66779,-80.29728,Miami,FL,32708
35810,34.80183,-86.60264,Huntsville,AL,32705
63125,38.51867,-90.29269,Saint Louis,MO,32701
73110,35.44808,-97.3945,Oklahoma City,OK,32693
27253,35.96239,-79.34581,Graham,NC,32688
55428,45.06354,-93.38094,Minneapolis,MN,32679
94610,37.81229,-122.24048,Oakland,CA,32675
45503,39.96073,-83.7682,Springfield,OH,32673
85050,33.68739,-111.99854,Phoenix,AZ,32669
44121,41.52626,-81.53246,Cleveland,OH,32668
91321,34.36479,-118.4922,Newhall,CA,32668
11050,40.83815,-73.69113,Port Washington,NY,32657
22153,38.74443,-77.23451,Springfield,VA,32656
20603,38.62972,-76.97473,Waldorf,MD,32649
96793,20.88998,-156.53215,Wailuku,HI,32647
77076,29.86002,-95.38328,Houston,TX,32641
28211,35.16816,-80.79604,Charlotte,NC,32637
48640,43.58394,-84.33648,Midland,MI,32630
64119,39.21137,-94.5186,Kansas City,MO,32615
27514,35.96776,-79.04406,Chapel Hill,NC,32612
79706,31.83622,-101.97025,Midland,TX,32605
95661,38.74129,-121.24925,Roseville,CA,32599
32301,30.42701,-84.25799,Tallahassee,FL,32596
58102,46.9207,-96.83175,Fargo,ND,32591
60302,41.8948,-87.78983,Oak Park,IL,32589
66614,39.01362,-95.84115,Topeka,KS,32586
93710,36.82335,-119.76251,Fresno,CA,32579
33326,26.11033,-80.37403,Fort Lauderdale,FL,32560
98109,47.63128,-122.34486,Seattle,WA,32552
80026,40.01188,-105.0985,Lafayette,CO,32549
43219,40.00774,-82.92233,Columbus,OH,32537
91423,34.14924,-118.43239,Sherman Oaks,CA,32536
55408,44.94364,-93.2937,Minneapolis,MN,32534
67217,37.61535,-97.36239,Wichita,KS,32529
46342,41.51761,-87.24468,Hobart,IN,32525
37830,35.96431,-84.29221,Oak Ridge,TN,32519
44095,41.65223,-81.44209,Eastlake,OH,32508
07026,40.87914,-74.1085,Garfield,NJ,32502
33462,26.58027,-80.07337,Lake Worth,FL,32495
60007,42.01431,-87.99828,Elk Grove Village,IL,32485
29406,32.93417,-80.03083,Charleston,SC,32482
77045,29.63634,-95.43279,Houston,TX,32482
65401,37.90691,-91.76374,Rolla,MO,32476
48205,42.43317,-82.98131,Detroit,MI,32466
02904,41.86058,-71.43539,Providence,RI,32462
62521,39.81435,-88.93086,Decatur,IL,32455
06489,41.61312,-72.87233,Southington,CT,32444
97471,43.22215,-123.47486,Roseburg,OR,32439
74008,35.92614,-95.87575,Bixby,OK,32433
95824,38.51746,-121.44147,Sacramento,CA,32432
77536,29.69021,-95.11891,Deer Park,TX,32421
29841,33.52508,-81.93954,North Augusta,SC,32409
48234,42.4312,-83.03952,Detroit,MI,32406
07208,40.67434,-74.22498,Elizabeth,NJ,32404
90260,33.88768,-118.34952,Lawndale,CA,32379
01826,42.68323,-71.30063,Dracut,MA,32373
34491,28.99634,-82.04665,Summerfield,FL,32369
33130,25.76805,-80.20291,Miami,FL,32363
81212,38.54409,-105.42498,Canon City,CO,32355
94941,37.92562,-122.60083,Mill Valley,CA,32349
37072,36.35686,-86.74494,Goodlettsville,TN,32344
46151,39.44783,-86.4275,Martinsville,IN,32339
80923,38.92673,-104.71433,Colorado Springs,CO,32333
07740,40.29581,-73.9919,Long Branch,NJ,32330
91206,34.16076,-118.21311,Glendale,CA,32330
01851,42.62915,-71.33674,Lowell,MA,32308
60102,42.16406,-88.30928,Algonquin,IL,32303
61832,40.13186,-87.63256,Danville,IL,32302
44266,41.1662,-81.19829,Ravenna,OH,32301
20784,38.95145,-76.89025,Hyattsville,MD,32271
01701,42.32195,-71.43796,Framingham,MA,32270
18018,40.62766,-75.39538,Bethlehem,PA,32253
93955,36.62153,-121.79562,Seaside,CA,32253
07747,40.41312,-74.2521,Matawan,NJ,32246
80226,39.71081,-105.09155,Denver,CO,32237
49505,42.9984,-85.63699,Grand Rapids,MI,32224
03060,42.74135,-71.45936,Nashua,NH,32223
93618,36.52213,-119.38661,Dinuba,CA,32223
97603,42.13704,-121.67766,Klamath Falls,OR,32212
34231,27.26651,-82.51626,Sarasota,FL,32203
98367,47.46141,-122.67662,Port Orchard,WA,32203
98375,47.10394,-122.32383,Puyallup,WA,32195
55068,44.73555,-93.06876,Rosemount,MN,32194
41051,38.93233,-84.54451,Independence,KY,32192
87505,35.62307,-105.86891,Santa Fe,NM,32189
22602,39.1508,-78.26555,Winchester,VA,32176
90222,33.91213,-118.23721,Compton,CA,32173
73159,35.38563,-97.5794,Oklahoma City,OK,32172
98802,47.49308,-120.16493,East Wenatchee,WA,32170
33143,25.70255,-80.29792,Miami,FL,32167
19038,40.10197,-75.17214,Glenside,PA,32157
42141,36.94883,-85.91489,Glasgow,KY,32133
48089,42.4702,-82.99549,Warren,MI,32126
35173,33.65284,-86.56337,Trussville,AL,32125
91604,34.13985,-118.39435,Studio City,CA,32118
90062,34.0035,-118.30904,Los Angeles,CA,32110
91006,34.1352,-118.02667,Arcadia,CA,32106
76110,32.70678,-97.33843,Fort Worth,TX,32089
76117,32.80374,-97.26766,Haltom City,TX,32086
98901,46.66935,-120.33816,Yakima,WA,32080
55378,44.75685,-93.36209,Savage,MN,32072
84128,40.70518,-112.04259,West Valley City,UT,32072
48601,43.40096,-83.8952,Saginaw,MI,32069
17022,40.16677,-76.60823,Elizabethtown,PA,32066
77530,29.78948,-95.11159,Channelview,TX,32065
57401,45.4753,-98.53042,Aberdeen,SD,32064
98272,47.85834,-121.88457,Monroe,WA,32055
33173,25.70163,-80.35765,Miami,FL,32042
94043,37.41188,-122.06892,Mountain View,CA,32042
08723,40.03896,-74.11091,Brick,NJ,32033
44070,41.41493,-81.91905,North Olmsted,OH,32031
70094,29.91162,-90.20876,Westwego,LA,32031
48917,42.72509,-84.63897,Lansing,MI,32029
55129,44.89422,-92.90638,Saint Paul,MN,32016
93420,35.16682,-120.46617,Arroyo Grande,CA,32016
15001,40.59161,-80.32078,Aliquippa,PA,32013
12901,44.70842,-73.47465,Plattsburgh,NY,32012
30214,33.49222,-84.48697,Fayetteville,GA,32003
08822,40.52281,-74.86576,Flemington,NJ,32002
07840,40.86034,-74.83192,Hackettstown,NJ,31995
75041,32.88101,-96.65149,Garland,TX,31981
32312,30.60421,-84.23996,Tallahassee,FL,31966
33401,26.71805,-80.0685,West Palm Beach,FL,31964
85712,32.25229,-110.88636,Tucson,AZ,31964
46516,41.6756,-85.94584,Elkhart,IN,31959
74066,35.99379,-96.1676,Sapulpa,OK,31953
81504,39.1198,-108.49542,Grand Junction,CO,31949
90680,33.80115,-117.99532,Stanton,CA,31949
32607,29.64524,-82.41923,Gainesville,FL,31938
33150,25.85196,-80.20702,Miami,FL,31936
74074,36.07832,-97.06452,Stillwater,OK,31934
08003,39.88334,-74.97191,Cherry Hill,NJ,31929
70815,30.45537,-91.06648,Baton Rouge,LA,31924
77803,30.67835,-96.3867,Bryan,TX,31923
77316,30.30974,-95.68528,Montgomery,TX,31917
28217,35.17146,-80.9077,Charlotte,NC,31909
92316,34.0576,-117.39076,Bloomington,CA,31909
46530,41.74031,-86.12749,Granger,IN,31907
45005,39.53478,-84.3018,Franklin,OH,31906
10010,40.73899,-73.98243,New York,NY,31905
93654,36.65747,-119.402,Reedley,CA,31905
33917,26.75403,-81.84779,North Fort Myers,FL,31902
95662,38.68917,-121.21988,Orangevale,CA,31895
95632,38.27705,-121.26128,Galt,CA,31889
93001,34.35321,-119.31868,Ventura,CA,31885
98926,46.99054,-120.34902,Ellensburg,WA,31883
01845,42.67132,-71.08669,North Andover,MA,31881
90606,33.97742,-118.0661,Whittier,CA,31881
08046,40.02787,-74.88709,Willingboro,NJ,31876
35603,34.53712,-86.96717,Decatur,AL,31875
29316,35.04179,-81.9766,Boiling Springs,SC,31874
60050,42.32915,-88.29363,Mchenry,IL,31870
85331,33.88685,-111.94276,Cave Creek,AZ,31866
21133,39.37705,-76.81174,Randallstown,MD,31847
97071,45.13588,-122.82344,Woodburn,OR,31847
10704,40.91911,-73.86187,Yonkers,NY,31844
70601,30.22627,-93.21525,Lake Charles,LA,31843
91505,34.17583,-118.34692,Burbank,CA,31843
80910,38.81178,-104.7743,Colorado Springs,CO,31840
33713,27.78882,-82.67753,Saint Petersburg,FL,31835
62234,38.68214,-89.9815,Collinsville,IL,31832
95118,37.25589,-121.88991,San Jose,CA,31831
43062,40.00556,-82.67964,Pataskala,OH,31822
59601,46.54199,-112.17474,Helena,MT,31822
80111,39.6124,-104.88025,Englewood,CO,31817
64015,39.02099,-94.3006,Blue Springs,MO,31814
48174,42.20862,-83.35413,Romulus,MI,31809
71107,32.59509,-93.85909,Shreveport,LA,31807
90803,33.76162,-118.12178,Long Beach,CA,31804
77067,29.95283,-95.44719,Houston,TX,31800
92120,32.79526,-117.07317,San Diego,CA,31797
22556,38.48624,-77.513,Stafford,VA,31783
77532,29.93177,-95.05602,Crosby,TX,31778
23233,37.64461,-77.62828,Henrico,VA,31775
34243,27.40264,-82.52809,Sarasota,FL,31773
40065,38.21225,-85.20734,Shelbyville,KY,31763
28146,35.62194,-80.39563,Salisbury,NC,31757
06854,41.09148,-73.42972,Norwalk,CT,31753
76705,31.62448,-97.08814,Waco,TX,31750
56401,46.32259,-94.11974,Brainerd,MN,31749
19138,40.05594,-75.15947,Philadelphia,PA,31737
70115,29.92375,-90.10219,New Orleans,LA,31737
77355,30.1579,-95.75014,Magnolia,TX,31727
97132,45.32272,-122.98854,Newberg,OR,31715
75604,32.51374,-94.82919,Longview,TX,31714
30030,33.7721,-84.29135,Decatur,GA,31712
91214,34.23759,-118.24778,La Crescenta,CA,31707
04103,43.69392,-70.2909,Portland,ME,31705
17046,40.38242,-76.4306,Lebanon,PA,31701
50322,41.63383,-93.73589,Urbandale,IA,31694
76140,32.62012,-97.27036,Fort Worth,TX,31693
75010,33.03058,-96.90148,Carrollton,TX,31687
74136,36.06188,-95.9419,Tulsa,OK,31682
19002,40.18386,-75.21104,Ambler,PA,31681
74820,34.80691,-96.71348,Ada,OK,31679
05401,44.47484,-73.21758,Burlington,VT,31676
06770,41.48913,-73.05181,Naugatuck,CT,31671
30240,33.03757,-85.12222,Lagrange,GA,31670
20016,38.93822,-77.09139,Washington,DC,31668
85641,32.02125,-110.64617,Vail,AZ,31665
46201,39.77369,-86.10949,Indianapolis,IN,31650
32533,30.61329,-87.32561,Cantonment,FL,31633
19132,39.99649,-75.17102,Philadelphia,PA,31627
98683,45.6027,-122.50984,Vancouver,WA,31613
70592,30.08024,-92.01338,Youngsville,LA,31608
33445,26.4548,-80.1063,Delray Beach,FL,31604
20010,38.93255,-77.03128,Washington,DC,31591
76901,31.52352,-100.63993,San Angelo,TX,31581
80122,39.5806,-104.95573,Littleton,CO,31575
90230,33.99691,-118.39487,Culver City,CA,31570
76052,32.98205,-97.38037,Haslet,TX,31569
02131,42.28392,-71.12468,Roslindale,MA,31564
37067,35.91314,-86.77461,Franklin,TN,31550
43402,41.40957,-83.65389,Bowling Green,OH,31538
30033,33.81342,-84.28355,Decatur,GA,31530
11793,40.6462,-73.51024,Wantagh,NY,31497
31601,30.74772,-83.33968,Valdosta,GA,31495
99645,61.60763,-148.90394,Palmer,AK,31494
24540,36.64235,-79.42473,Danville,VA,31491
92116,32.76484,-117.12303,San Diego,CA,31484
55122,44.80326,-93.1962,Saint Paul,MN,31483
22306,38.75655,-77.09254,Alexandria,VA,31471
60525,41.78371,-87.86778,La Grange,IL,31453
94602,37.80517,-122.20422,Oakland,CA,31450
54914,44.26353,-88.48239,Appleton,WI,31448
81001,38.29525,-104.5378,Pueblo,CO,31448
90028,34.09982,-118.3268,Los Angeles,CA,31441
37217,36.10836,-86.66178,Nashville,TN,31440
20853,39.10237,-77.09462,Rockville,MD,31438
23860,37.28267,-77.22267,Hopewell,VA,31432
47304,40.23398,-85.45973,Muncie,IN,31432
89135,36.09531,-115.37163,Las Vegas,NV,31432
54401,44.96647,-89.70794,Wausau,WI,31430
50014,42.04993,-93.69342,Ames,IA,31429
18201,40.95198,-75.95395,Hazleton,PA,31428
02907,41.79867,-71.42581,Providence,RI,31427
54302,44.50663,-87.97668,Green Bay,WI,31426
10956,41.15562,-73.99314,New City,NY,31420
37172,36.53661,-86.86005,Springfield,TN,31420
01109,42.11839,-72.54876,Springfield,MA,31418
43004,40.01664,-82.80025,Blacklick,OH,31416
32583,30.60084,-86.97513,Milton,FL,31415
78754,30.35633,-97.63925,Austin,TX,31410
37919,35.91429,-84.00106,Knoxville,TN,31401
84084,40.62139,-111.96603,West Jordan,UT,31389
48236,42.42504,-82.89687,Grosse Pointe,MI,31383
95070,37.25624,-122.05151,Saratoga,CA,31383
02062,42.18563,-71.19464,Norwood,MA,31380
76053,32.81683,-97.17898,Hurst,TX,31377
30507,34.26082,-83.76622,Gainesville,GA,31374
95829,38.48759,-121.33326,Sacramento,CA,31370
34771,28.26647,-81.11908,Saint Cloud,FL,31368
66049,38.97773,-95.34729,Lawrence,KS,31351
76092,32.95562,-97.14879,Southlake,TX,31344
27534,35.37153,-77.90646,Goldsboro,NC,31340
93004,34.27901,-119.16537,Ventura,CA,31326
22101,38.9386,-77.16513,McLean,VA,31306
30501,34.31844,-83.81636,Gainesville,GA,31305
64152,39.21278,-94.72271,Kansas City,MO,31300
55418,45.0208,-93.24244,Minneapolis,MN,31295
98512,46.95326,-123.04259,Olympia,WA,31291
50310,41.62777,-93.67297,Des Moines,IA,31283
77038,29.91906,-95.44121,Houston,TX,31271
20815,38.98369,-77.07845,Chevy Chase,MD,31269
33547,27.77239,-82.13665,Lithia,FL,31268
62702,39.82377,-89.64286,Springfield,IL,31251
97213,45.53776,-122.59957,Portland,OR,31238
15701,40.62935,-79.15056,Indiana,PA,31236
32221,30.26043,-81.86764,Jacksonville,FL,31234
33702,27.84567,-82.63251,Saint Petersburg,FL,31233
98382,48.0131,-123.07437,Sequim,WA,31225
72204,34.71739,-92.3582,Little Rock,AR,31219
98201,47.99373,-122.18563,Everett,WA,31212
92405,34.14578,-117.30225,San Bernardino,CA,31207
20136,38.7374,-77.55473,Bristow,VA,31204
68025,41.43749,-96.49158,Fremont,NE,31201
95219,38.0207,-121.51584,Stockton,CA,31200
62526,39.90322,-88.9902,Decatur,IL,31191
76016,32.68907,-97.18868,Arlington,TX,31191
92110,32.76533,-117.19965,San Diego,CA,31186
27104,36.09465,-80.32501,Winston Salem,NC,31184
76903,31.48168,-100.43787,San Angelo,TX,31181
93561,35.10904,-118.52016,Tehachapi,CA,31179
68701,42.02024,-97.44099,Norfolk,NE,31172
76040,32.82133,-97.10488,Euless,TX,31172
33054,25.90775,-80.25753,Opa Locka,FL,31165
50158,42.05016,-92.90143,Marshalltown,IA,31163
97267,45.40744,-122.61472,Portland,OR,31160
15236,40.34756,-79.97652,Pittsburgh,PA,31152
77380,30.1365,-95.46863,Spring,TX,31151
37931,35.97611,-84.12496,Knoxville,TN,31149
96080,40.16386,-122.39171,Red Bluff,CA,31149
33442,26.31012,-80.14503,Deerfield Beach,FL,31146
88011,32.39533,-106.58519,Las Cruces,NM,31143
08648,40.28488,-74.72201,Lawrence Township,NJ,31142
46544,41.61778,-86.13715,Mishawaka,IN,31138
94903,38.02485,-122.5522,San Rafael,CA,31135
07039,40.78554,-74.32909,Livingston,NJ,31128
59801,46.85505,-114.01009,Missoula,MT,31127
21217,39.30701,-76.63833,Baltimore,MD,31125
07206,40.65238,-74.18385,Elizabethport,NJ,31120
34639,28.24456,-82.42475,Land O'Lakes,FL,31118
76107,32.74176,-97.38202,Fort Worth,TX,31112
02446,42.3435,-71.12179,Brookline,MA,31109
81005,38.21054,-104.84608,Pueblo,CO,31104
80817,38.58347,-104.67412,Fountain,CO,31101
32208,30.39351,-81.68245,Jacksonville,FL,31093
11414,40.65818,-73.8448,Howard Beach,NY,31090
01605,42.28979,-71.78802,Worcester,MA,31086
29609,34.91209,-82.38928,Greenville,SC,31080
08865,40.7094,-75.15109,Phillipsburg,NJ,31078
44004,41.85255,-80.78738,Ashtabula,OH,31076
19114,40.06743,-75.00361,Philadelphia,PA,31071
77356,30.44807,-95.70358,Montgomery,TX,31069
02720,41.73095,-71.10932,Fall River,MA,31063
55421,45.05083,-93.25249,Minneapolis,MN,31051
22408,38.21916,-77.44013,Fredericksburg,VA,31050
10065,40.76472,-73.96332,New York,NY,31047
44133,41.31388,-81.74497,North Royalton,OH,31045
37311,35.10054,-84.92298,Cleveland,TN,31043
92124,32.82823,-117.08528,San Diego,CA,31032
95204,37.97403,-121.31906,Stockton,CA,31028
89156,36.15906,-114.98176,Las Vegas,NV,31026
02893,41.69856,-71.51566,West Warwick,RI,31025
44805,40.87335,-82.32096,Ashland,OH,31024
28031,35.47539,-80.89344,Cornelius,NC,31021
08043,39.84502,-74.95492,Voorhees,NJ,31011
60636,41.77578,-87.66909,Chicago,IL,31007
74063,36.15201,-96.19206,Sand Springs,OK,31007
75110,32.08071,-96.52344,Corsicana,TX,31003
18704,41.27676,-75.89474,Kingston,PA,30997
97321,44.64994,-123.13474,Albany,OR,30996
95358,37.61578,-121.10059,Modesto,CA,30994
67801,37.72961,-100.05406,Dodge City,KS,30993
68107,41.20888,-95.95126,Omaha,NE,30993
